UserID,Academic_Major,Deep_Work_Hours,Doomscrolling_Hours,Sleep_Duration,Reported_Stress_Level,Mental_Fatigue_Score
U00531,BCA,3.1,5.2,7.9,1,Low
U00532,BTech,4.2,3.2,4.9,10,Severe
U00533,BBA,1.7,0.4,6.5,5,Low
U00534,BTech,3.3,0.9,8.7,9,Low
U00535,BCA,8.5,7.7,9.2,8,Moderate
U00536,BCA,2.5,6.6,5.6,8,Severe
U00537,BTech,3.2,7.5,7.0,10,Moderate
U00538,BBA,0.8,7.5,9.7,4,Low
U00539,BCA,3.5,5.9,5.3,1,Moderate
U00540,BCA,1.9,1.5,6.1,1,Moderate
U00541,BBA,1.6,5.8,5.2,6,Severe
U00542,BBA,0.4,4.3,8.3,8,Moderate
U00543,BBA,8.4,2.1,4.9,6,Moderate
U00544,BCA,3.0,6.2,8.3,6,Moderate
U00545,BBA,6.8,0.3,6.4,9,Low
U00546,BTech,7.8,8.0,7.1,6,Moderate
U00547,BTech,2.5,2.1,8.7,2,Moderate
U00548,BCA,1.1,6.0,5.5,9,Severe
U00549,Arts,6.8,7.8,5.6,4,Severe
U00550,BTech,5.1,5.3,8.7,7,Severe
U00551,Arts,0.1,4.5,9.5,7,Low
U00552,BBA,9.5,7.3,9.7,3,Moderate
U00553,BTech,3.8,1.8,5.6,5,Low
U00554,Arts,9.5,6.2,6.4,6,Severe
U00555,BTech,2.1,6.8,4.8,7,Moderate
U00556,BBA,9.8,1.1,4.3,9,Moderate
U00557,BBA,8.1,0.2,4.7,2,Moderate
U00558,BTech,3.8,7.8,9.5,6,Moderate
U00559,BTech,3.7,4.8,4.0,6,Low
U00560,BCA,6.7,0.8,8.2,1,Low
U00561,BCA,4.7,4.5,6.6,5,Low
U00562,BCA,6.4,5.3,5.5,3,Severe
U00563,Arts,1.1,7.5,7.9,10,Severe
U00564,BTech,4.6,5.5,5.1,9,Severe
U00565,Arts,8.8,8.0,5.7,5,Severe
U00566,BCA,9.3,5.2,4.9,2,Severe
U00567,BCA,7.4,5.1,8.2,8,Severe
U00568,BTech,5.3,3.6,9.5,4,Low
U00569,BTech,2.3,7.3,6.3,5,Severe
U00570,BCA,1.7,6.2,7.7,3,Moderate
U00571,BTech,7.6,6.2,7.4,5,Low
U00572,BCA,8.9,7.4,6.0,3,Low
U00573,BBA,5.0,2.0,5.0,10,Severe
U00574,BCA,6.0,1.5,5.9,10,Moderate
U00575,BCA,3.7,3.2,5.5,3,Moderate
U00576,BTech,6.3,0.6,9.6,5,Low
U00577,Arts,0.6,6.0,9.8,5,Low
U00578,BBA,8.4,3.0,6.6,1,Severe
U00579,BTech,0.3,7.1,9.4,9,Moderate
U00580,Arts,6.9,0.1,7.9,10,Moderate
U00581,BCA,8.3,6.4,4.3,1,Severe
U00582,Arts,9.0,5.4,7.7,10,Low
U00583,BCA,4.0,1.6,9.3,8,Low
U00584,BBA,8.1,2.2,4.9,3,Moderate
U00585,Arts,7.7,5.6,5.4,4,Severe
U00586,BCA,8.3,1.5,8.3,10,Low
U00587,BTech,3.0,6.4,7.8,10,Severe
U00588,BTech,1.1,6.4,4.8,2,Low
U00589,BBA,8.8,4.1,6.5,7,Severe
U00590,BTech,1.7,5.6,5.1,4,Severe
U00591,BTech,8.3,6.5,5.4,6,Severe
U00592,BTech,1.3,6.6,5.0,4,Severe
U00593,BCA,9.1,2.6,6.4,9,Severe
U00594,BTech,3.5,1.6,4.6,4,Severe
U00595,Arts,5.6,5.9,6.8,4,Low
U00596,BBA,4.1,0.1,8.9,6,Moderate
U00597,Arts,4.2,4.5,4.5,6,Moderate
U00598,BBA,0.3,0.1,9.8,4,Low
U00599,BBA,4.8,2.3,8.4,2,Low
U00600,BCA,4.3,4.5,4.2,7,Moderate
U00601,BBA,9.5,7.8,4.2,5,Severe
U00602,Arts,7.2,3.8,9.5,7,Moderate
U00603,BBA,3.3,4.8,6.4,4,Severe
U00604,BTech,1.7,7.3,5.8,6,Moderate
U00605,Arts,5.1,3.8,9.3,1,Low
U00606,BTech,4.7,4.6,4.7,9,Severe
U00607,BBA,4.2,1.6,7.5,1,Moderate
U00608,Arts,4.6,3.0,7.5,10,Severe
U00609,BCA,8.8,1.7,9.1,2,Low
U00610,Arts,5.2,6.2,6.8,2,Moderate
U00611,BCA,5.8,5.6,9.8,3,Severe
U00612,BCA,1.1,4.9,5.1,5,Moderate
U00613,BBA,2.9,6.0,9.7,1,Low
U00614,BTech,5.4,0.4,4.7,7,Moderate
U00615,BTech,3.8,0.4,4.9,8,Moderate
U00616,BBA,3.1,1.8,6.2,10,Low
U00617,BBA,1.3,7.2,7.1,4,Moderate
U00618,BCA,9.9,3.3,8.8,5,Moderate
U00619,BCA,1.0,3.2,9.3,9,Moderate
U00620,BBA,3.3,3.0,7.4,2,Severe
U00621,BCA,3.1,7.1,9.2,10,Moderate
U00622,BBA,1.6,5.2,5.1,8,Moderate
U00623,Arts,4.0,7.3,9.6,10,Moderate
U00624,BTech,9.4,6.2,8.2,10,Severe
U00625,BBA,9.9,7.4,7.6,3,Moderate
U00626,BTech,3.7,4.9,7.6,8,Severe
U00627,BCA,3.5,3.2,4.0,5,Severe
U00628,BBA,8.5,4.1,5.7,4,Moderate
U00629,BCA,5.9,2.7,6.7,8,Moderate
U00630,Arts,4.8,7.6,5.5,2,Severe
U00631,Arts,9.2,5.8,4.0,10,Severe
U00632,BCA,5.6,8.0,6.4,4,Moderate
U00633,BBA,5.6,5.7,7.6,9,Moderate
U00634,BCA,4.0,2.2,4.4,4,Severe
U00635,BBA,4.2,1.8,7.7,4,Moderate
U00636,Arts,6.0,4.8,5.7,5,Moderate
U00637,Arts,7.5,2.7,7.2,6,Severe
U00638,Arts,1.2,6.5,8.6,5,Moderate
U00639,BTech,3.1,6.1,5.2,6,Severe
U00640,BTech,7.1,2.7,8.4,6,Moderate
U00641,BTech,3.0,6.3,7.1,7,Low
U00642,Arts,7.2,3.1,8.7,4,Low
U00643,Arts,3.5,1.2,4.9,3,Severe
U00644,BTech,4.5,3.2,5.6,10,Severe
U00645,BTech,2.6,5.6,4.5,7,Low
U00646,BTech,9.9,0.2,8.7,2,Low
U00647,BTech,4.6,4.9,5.3,4,Moderate
U00648,BTech,8.1,0.9,8.6,2,Low
U00649,BCA,4.3,6.9,5.0,10,Severe
U00650,BCA,3.7,4.8,4.6,7,Moderate
U00651,BTech,9.2,5.7,6.1,10,Low
U00652,BBA,7.7,7.5,5.9,3,Moderate
U00653,BCA,9.8,6.1,8.5,3,Low
U00654,Arts,2.7,0.6,4.7,7,Low
U00655,BCA,7.7,2.2,5.3,8,Low
U00656,BCA,5.3,6.8,8.6,8,Severe
U00657,BBA,8.2,5.5,6.8,5,Severe
U00658,Arts,2.1,7.8,6.6,5,Low
U00659,BTech,4.4,0.2,9.8,1,Low
U00660,Arts,8.0,2.3,6.3,1,Low
U00661,BTech,8.3,2.2,4.9,9,Severe
U00662,BBA,6.2,7.4,8.6,5,Moderate
U00663,BBA,3.7,1.8,6.9,10,Moderate
U00664,BCA,5.2,0.6,6.4,1,Low
U00665,BTech,5.9,5.6,6.1,9,Moderate
U00666,BBA,8.3,1.2,9.5,5,Moderate
U00667,BTech,5.3,3.6,8.0,9,Moderate
U00668,BBA,4.2,5.7,9.2,1,Severe
U00669,Arts,6.5,4.9,7.8,8,Severe
U00670,BBA,2.0,6.9,7.0,8,Severe
U00671,BTech,5.0,1.9,5.3,5,Severe
U00672,BCA,4.9,5.4,7.8,2,Severe
U00673,BTech,6.9,0.0,6.4,4,Moderate
U00674,Arts,1.0,3.0,8.0,9,Moderate
U00675,BTech,2.5,0.4,5.2,9,Low
U00676,BCA,8.1,7.3,5.4,2,Severe
U00677,BTech,3.7,0.8,6.0,10,Severe
U00678,BTech,5.0,5.6,7.2,10,Moderate
U00679,BCA,4.2,6.5,4.6,3,Severe
U00680,BBA,3.4,5.3,7.9,3,Severe
U00681,BBA,3.7,4.7,5.2,3,Moderate
U00682,BTech,8.3,4.9,6.3,4,Moderate
U00683,BCA,0.4,5.5,10.0,2,Low
U00684,Arts,5.8,6.0,6.0,5,Moderate
U00685,BCA,8.2,3.2,6.7,6,Moderate
U00686,Arts,5.5,5.3,8.8,8,Low
U00687,BCA,9.9,7.3,7.3,9,Moderate
U00688,Arts,4.5,4.4,4.5,4,Low
U00689,BTech,6.3,3.7,5.2,9,Low
U00690,BCA,6.4,6.9,8.3,4,Severe
U00691,BBA,4.6,6.5,6.3,7,Moderate
U00692,BBA,9.2,7.5,8.7,2,Moderate
U00693,BTech,6.6,0.3,5.3,5,Severe
U00694,BTech,5.6,2.9,4.2,7,Moderate
U00695,BTech,3.1,5.3,9.3,10,Severe
U00696,Arts,7.5,5.3,4.6,3,Severe
U00697,BTech,8.0,6.1,6.4,10,Severe
U00698,Arts,8.4,7.2,6.8,4,Moderate
U00699,Arts,5.9,0.1,4.9,9,Moderate
U00700,BTech,4.6,7.6,8.5,1,Severe
U00701,BCA,5.9,0.3,6.3,10,Low
U00702,BTech,1.2,4.3,6.1,6,Moderate
U00703,Arts,0.4,2.3,7.6,5,Moderate
U00704,BBA,7.2,2.9,9.1,4,Severe
U00705,Arts,8.2,6.9,5.9,10,Severe
U00706,BTech,3.4,5.1,8.8,3,Severe
U00707,BCA,7.1,3.6,5.9,5,Severe
U00708,BBA,7.0,6.0,5.1,6,Low
U00709,Arts,9.8,0.8,8.6,1,Low
U00710,BBA,4.3,3.1,6.2,4,Low
U00711,BBA,6.2,3.3,4.9,7,Low
U00712,BTech,9.2,7.1,4.9,6,Severe
U00713,Arts,2.1,7.8,8.4,9,Moderate
U00714,BCA,2.3,1.8,7.9,9,Low
U00715,BTech,7.1,6.3,9.9,10,Moderate
U00716,BBA,7.5,0.6,9.1,8,Low
U00717,Arts,1.4,0.3,8.7,8,Low
U00718,BTech,7.6,0.1,7.8,10,Moderate
U00719,BBA,5.8,0.4,9.1,5,Low
U00720,BCA,2.2,7.0,4.6,9,Severe
U00721,Arts,5.3,6.9,9.8,3,Severe
U00722,BBA,2.5,2.9,8.6,8,Moderate
U00723,BBA,2.8,5.0,8.3,2,Moderate
U00724,BTech,5.1,4.1,4.3,4,Severe
U00725,BTech,4.6,2.2,6.4,9,Low
U00726,BCA,8.6,7.8,7.2,1,Moderate
U00727,BBA,1.2,5.6,5.3,10,Severe
U00728,Arts,5.1,3.2,8.1,10,Severe
U00729,BBA,2.6,4.9,5.2,7,Low
U00730,BBA,4.2,1.5,5.8,7,Moderate
U00731,Arts,0.9,4.1,8.8,6,Moderate
U00732,BTech,5.7,3.1,9.5,10,Low
U00733,BCA,8.1,4.4,4.3,1,Moderate
U00734,BCA,4.1,4.8,8.8,7,Moderate
U00735,BCA,2.3,3.8,7.5,9,Low
U00736,BBA,1.6,7.9,7.9,2,Moderate
U00737,Arts,4.7,2.2,8.9,5,Severe
U00738,BCA,3.5,8.0,6.5,2,Moderate
U00739,BTech,1.0,5.5,9.1,10,Moderate
U00740,Arts,4.5,2.5,5.2,5,Moderate
U00741,BBA,3.5,5.6,6.0,3,Severe
U00742,Arts,8.6,4.4,8.6,9,Moderate
U00743,BCA,7.0,6.9,7.5,1,Severe
U00744,BTech,4.6,2.0,5.8,4,Low
U00745,BTech,5.7,2.3,8.6,4,Low
U00746,BBA,4.5,3.1,8.5,2,Low
U00747,BBA,4.4,5.6,4.8,5,Low
U00748,Arts,9.0,2.0,6.0,6,Low
U00749,BCA,2.4,2.2,5.5,6,Moderate
U00750,Arts,3.6,2.3,9.9,3,Low
U00751,Arts,2.5,4.4,8.2,5,Moderate
U00752,Arts,2.4,4.5,6.2,4,Moderate
U00753,BBA,6.7,1.8,7.7,1,Severe
U00754,Arts,5.0,3.9,6.6,1,Severe
U00755,BCA,2.6,2.8,4.8,4,Severe
U00756,BTech,7.7,0.9,9.0,1,Low
U00757,Arts,3.9,6.8,5.3,3,Severe
U00758,Arts,4.8,6.0,6.0,9,Severe
U00759,BBA,5.9,7.9,9.4,5,Moderate
U00760,BTech,5.8,5.7,8.6,6,Moderate
U00761,BBA,5.3,3.8,4.8,7,Severe
U00762,Arts,8.5,3.6,7.6,9,Moderate
U00763,BBA,5.6,7.6,8.2,3,Moderate
U00764,Arts,5.8,2.1,7.2,1,Moderate
U00765,BTech,5.5,4.7,8.4,7,Low
U00766,BTech,5.0,7.9,6.7,5,Severe
U00767,BTech,0.8,3.2,8.1,4,Severe
U00768,BBA,2.1,2.2,4.3,7,Severe
U00769,BBA,0.3,4.0,9.4,1,Moderate
U00770,BCA,5.0,6.2,9.5,1,Moderate
U00771,BCA,0.5,2.4,4.8,8,Low
U00772,BBA,5.9,6.6,6.1,3,Low
U00773,BTech,0.0,5.9,4.8,8,Moderate
U00774,BTech,0.3,8.0,8.9,9,Severe
U00775,Arts,3.0,0.8,7.8,6,Moderate
U00776,BBA,2.1,1.5,9.6,10,Severe
U00777,BTech,0.9,6.9,5.7,8,Severe
U00778,BCA,9.2,6.2,4.2,10,Severe
U00779,BBA,4.5,5.4,4.5,2,Severe
U00780,BBA,8.8,1.7,4.3,1,Low
U00781,BCA,8.5,7.4,7.0,4,Low
U00782,Arts,0.7,1.2,4.3,5,Low
U00783,Arts,6.1,3.2,7.7,7,Low
U00784,BTech,8.8,7.0,9.9,3,Moderate
U00785,Arts,5.1,1.1,4.8,5,Low
U00786,Arts,3.2,1.0,4.6,5,Low
U00787,BBA,6.0,0.3,9.2,1,Low
U00788,BCA,7.0,0.4,9.3,3,Severe
U00789,BCA,3.3,6.0,7.5,7,Moderate
U00790,Arts,5.9,1.2,5.2,1,Moderate
U00791,Arts,2.0,0.3,9.3,9,Low
U00792,BTech,4.8,4.9,4.8,9,Low
U00793,BTech,1.6,3.7,4.2,3,Severe
U00794,BTech,9.6,1.1,7.6,3,Low
U00795,Arts,9.6,6.9,4.7,8,Severe
U00796,BBA,1.7,2.5,9.2,7,Moderate
U00797,Arts,1.2,2.1,9.2,6,Severe
U00798,BCA,3.1,3.4,8.8,8,Moderate
U00799,Arts,6.9,3.1,7.1,8,Low
U00800,BTech,5.9,5.2,4.4,1,Severe
U00801,BTech,8.0,4.0,9.3,2,Moderate
U00802,Arts,8.2,3.7,8.0,2,Moderate
U00803,BTech,2.9,5.9,5.0,1,Moderate
U00804,BCA,6.6,5.0,9.3,5,Moderate
U00805,BTech,3.4,4.6,4.5,10,Moderate
U00806,Arts,7.7,7.0,4.5,4,Low
U00807,Arts,1.4,0.8,8.7,8,Low
U00808,BCA,4.5,0.3,9.3,3,Low
U00809,BCA,2.2,5.5,6.6,9,Moderate
U00810,BBA,3.8,5.0,6.5,8,Moderate
U00811,BTech,9.7,1.9,8.6,1,Moderate
U00812,BBA,7.7,1.1,6.6,4,Severe
U00813,BTech,8.2,5.6,9.3,1,Severe
U00814,BCA,4.5,4.8,9.8,9,Low
U00815,BBA,7.8,4.0,8.6,4,Severe
U00816,BTech,4.9,3.2,9.8,6,Moderate
U00817,BCA,6.3,0.4,8.6,10,Low
U00818,BBA,0.7,4.0,6.7,5,Severe
U00819,BTech,2.6,4.0,4.3,1,Moderate
U00820,BCA,2.3,5.3,5.5,9,Moderate
U00821,Arts,5.2,4.2,5.7,3,Moderate
U00822,BCA,2.8,3.6,9.1,4,Low
U00823,BBA,5.5,4.6,6.8,6,Moderate
U00824,Arts,8.0,7.1,8.4,2,Moderate
U00825,BCA,9.9,5.4,4.5,8,Severe
U00826,BCA,9.9,5.0,6.2,6,Severe
U00827,BCA,5.3,0.2,6.8,3,Severe
U00828,Arts,3.5,6.6,4.8,9,Severe
U00829,BTech,10.0,6.3,6.7,2,Severe
U00830,BTech,6.8,7.3,4.6,3,Severe
U00831,Arts,2.7,2.9,5.4,6,Moderate
U00832,BCA,4.6,5.8,5.9,7,Low
U00833,BCA,8.5,7.0,9.8,1,Moderate
U00834,BCA,8.5,1.1,8.6,4,Low
U00835,BBA,2.0,5.1,8.6,2,Severe
U00836,BBA,6.7,0.5,9.1,7,Low
U00837,BBA,9.5,5.0,9.9,1,Severe
U00838,BBA,7.9,3.4,6.3,6,Moderate
U00839,BBA,6.8,4.4,5.9,3,Moderate
U00840,BBA,3.3,0.6,6.6,3,Severe
U00841,BCA,0.9,4.0,5.9,10,Moderate
U00842,BBA,2.4,5.8,9.8,7,Low
U00843,Arts,5.2,7.5,4.5,7,Severe
U00844,BBA,8.9,3.2,7.6,1,Moderate
U00845,Arts,4.2,1.6,7.1,6,Moderate
U00846,BTech,8.7,0.8,6.2,2,Moderate
U00847,BTech,2.4,0.9,4.0,1,Severe
U00848,BBA,9.8,1.3,5.8,8,Low
U00849,BTech,3.0,5.4,8.2,4,Severe
U00850,BBA,10.0,5.3,6.1,10,Low
U00851,Arts,9.1,4.0,7.1,5,Moderate
U00852,BBA,4.4,3.0,8.4,7,Moderate
U00853,BTech,9.9,5.9,6.2,4,Severe
U00854,Arts,6.4,3.6,4.7,2,Severe
U00855,BTech,8.0,5.1,5.6,9,Severe
U00856,BTech,3.7,0.0,4.7,10,Moderate
U00857,BTech,3.6,4.9,4.7,2,Moderate
U00858,BTech,9.3,2.4,5.6,6,Moderate
U00859,Arts,2.9,3.8,6.2,4,Moderate
U00860,BTech,7.5,6.4,6.1,2,Severe
U00861,BTech,0.0,1.8,8.0,8,Low
U00862,BBA,4.1,0.8,5.7,8,Low
U00863,BTech,1.2,4.8,9.9,5,Moderate
U00864,BCA,2.7,4.9,5.3,9,Moderate
U00865,Arts,1.2,3.8,7.3,6,Low
U00866,Arts,2.0,2.8,4.9,2,Low
U00867,BTech,0.3,5.4,5.1,3,Moderate
U00868,BBA,7.3,2.2,4.9,3,Moderate
U00869,BBA,3.5,7.2,5.1,9,Moderate
U00870,BCA,0.6,3.4,9.4,9,Low
U00871,Arts,1.9,1.8,7.8,4,Severe
U00872,BTech,7.7,6.4,7.3,8,Low
U00873,BCA,2.6,0.2,6.6,9,Low
U00874,Arts,8.1,0.1,5.0,1,Severe
U00875,BTech,7.9,6.9,5.1,5,Moderate
U00876,BBA,6.3,0.6,4.3,2,Moderate
U00877,Arts,3.3,2.2,4.4,9,Moderate
U00878,Arts,6.4,1.4,7.1,6,Moderate
U00879,Arts,3.3,7.1,7.3,1,Low
U00880,BBA,3.4,6.4,10.0,1,Low
U00881,Arts,5.0,1.3,7.6,2,Moderate
U00882,Arts,4.8,1.6,4.9,9,Low
U00883,BTech,0.3,6.6,7.3,8,Severe
U00884,Arts,10.0,4.8,6.2,5,Low
U00885,BCA,1.2,7.0,4.4,8,Severe
U00886,BBA,5.9,7.1,8.8,9,Moderate
U00887,BTech,2.2,1.3,6.2,7,Moderate
U00888,BBA,9.5,3.4,4.3,2,Moderate
U00889,Arts,4.9,0.5,9.9,1,Low
U00890,BTech,3.1,2.7,4.5,1,Low
U00891,BTech,9.6,4.3,4.4,1,Severe
U00892,BBA,1.0,2.3,5.4,2,Moderate
U00893,BCA,1.7,7.4,6.9,5,Moderate
U00894,BBA,2.6,4.5,6.8,2,Low
U00895,BCA,0.7,1.3,5.6,4,Moderate
U00896,BTech,8.7,2.2,7.1,9,Low
U00897,BTech,1.1,2.6,8.3,4,Severe
U00898,BCA,4.9,6.2,4.1,9,Moderate
U00899,BBA,1.2,6.0,9.6,8,Severe
U00900,BTech,9.2,0.6,8.9,2,Moderate
U00901,BBA,1.1,5.9,9.9,3,Severe
U00902,BBA,5.5,2.7,5.7,9,Moderate
U00903,Arts,2.8,4.6,5.8,9,Severe
U00904,BBA,0.1,7.5,8.1,5,Low
U00905,BTech,6.5,4.9,5.7,4,Low
U00906,Arts,8.7,7.4,9.8,6,Severe
U00907,BCA,0.8,2.5,5.3,9,Moderate
U00908,BBA,1.4,5.2,6.0,1,Moderate
U00909,BCA,0.9,7.1,6.7,6,Low
U00910,BTech,1.7,6.5,4.9,1,Severe
U00911,BTech,0.3,1.1,7.8,7,Low
U00912,BBA,6.7,2.8,4.1,7,Severe
U00913,Arts,8.9,3.8,8.6,10,Low
U00914,BBA,0.2,0.3,5.7,5,Moderate
U00915,Arts,8.3,7.1,5.3,1,Moderate
U00916,BBA,8.9,4.3,6.2,10,Severe
U00917,BCA,3.6,0.7,8.7,3,Low
U00918,BTech,1.6,5.7,6.4,7,Moderate
U00919,BTech,9.8,7.6,7.8,4,Moderate
U00920,BCA,4.4,0.3,4.4,5,Moderate
U00921,BTech,5.5,5.4,9.2,2,Moderate
U00922,BTech,8.9,6.2,8.7,8,Severe
U00923,BCA,8.3,6.7,7.3,10,Severe
U00924,BBA,5.8,6.4,5.6,9,Moderate
U00925,Arts,1.4,0.9,4.6,6,Moderate
U00926,BBA,0.4,1.5,6.9,6,Severe
U00927,BBA,3.6,6.5,8.2,6,Severe
U00928,BBA,5.4,5.3,8.4,6,Moderate
U00929,BTech,8.4,2.3,7.4,3,Moderate
U00930,BTech,9.7,5.3,9.0,3,Severe
U00931,BTech,8.6,2.3,4.3,3,Moderate
U00932,BCA,2.4,4.8,8.2,4,Low
U00933,BTech,1.6,2.3,7.7,1,Low
U00934,Arts,4.0,7.0,5.9,7,Severe
U00935,BCA,8.6,0.1,8.2,10,Moderate
U00936,Arts,3.3,0.1,7.5,4,Low
U00937,BBA,1.7,3.0,8.0,2,Low
U00938,Arts,2.0,2.2,5.9,1,Moderate
U00939,BTech,2.0,6.3,4.5,7,Severe
U00940,BBA,3.4,3.7,9.1,5,Low
U00941,BBA,4.7,7.3,6.2,1,Moderate
U00942,BTech,3.6,4.1,4.3,1,Severe
U00943,BTech,3.4,0.0,9.2,7,Low
U00944,BBA,1.9,1.9,6.6,4,Severe
U00945,BTech,6.4,5.2,8.4,5,Severe
U00946,Arts,7.1,3.5,4.1,7,Severe
U00947,BTech,5.7,0.0,7.9,4,Low
U00948,BCA,4.2,2.2,8.1,4,Low
U00949,Arts,1.9,4.5,5.6,5,Severe
U00950,BBA,2.0,4.3,5.8,1,Low
U00951,Arts,2.6,2.7,6.6,10,Severe
U00952,BBA,0.5,1.4,6.2,3,Moderate
U00953,BCA,8.4,2.5,4.6,5,Severe
U00954,BTech,5.9,4.9,9.5,8,Low
U00955,BTech,6.3,2.7,5.7,5,Moderate
U00956,BBA,4.2,4.1,6.5,1,Moderate
U00957,BBA,4.7,6.4,4.3,9,Severe
U00958,BBA,9.1,4.3,5.9,5,Severe
U00959,BCA,4.1,3.4,7.5,10,Moderate
U00960,BBA,8.8,1.3,6.8,5,Moderate
U00961,BTech,7.7,0.7,5.8,2,Moderate
U00962,Arts,6.4,4.7,9.1,4,Moderate
U00963,Arts,8.7,3.3,9.8,10,Moderate
U00964,BBA,7.5,2.8,8.7,10,Low
U00965,BCA,3.0,5.3,4.0,6,Severe
U00966,BCA,1.9,4.0,5.1,7,Low
U00967,BCA,2.2,5.4,4.7,10,Severe
U00968,Arts,6.1,6.4,9.2,8,Low
U00969,Arts,1.8,6.2,4.6,3,Severe
U00970,BBA,3.8,1.3,8.3,7,Moderate
U00971,BBA,5.5,3.1,9.0,4,Low
U00972,BBA,2.2,7.6,4.9,3,Moderate
U00973,BTech,2.7,0.1,8.2,10,Moderate
U00974,BTech,8.6,7.4,6.2,3,Moderate
U00975,BTech,7.3,1.7,6.0,1,Severe
U00976,Arts,0.4,2.5,5.6,7,Moderate
U00977,Arts,2.0,5.9,6.6,9,Moderate
U00978,BTech,1.9,7.0,7.5,8,Severe
U00979,BTech,8.9,7.6,9.9,8,Moderate
U00980,Arts,0.4,2.7,8.8,4,Low
U00981,Arts,6.6,1.7,7.5,3,Low
U00982,BTech,0.8,1.0,5.5,6,Moderate
U00983,Arts,9.9,0.6,8.2,5,Low
U00984,Arts,9.4,3.6,4.4,4,Severe
U00985,Arts,8.9,6.3,4.8,6,Moderate
U00986,BBA,9.6,1.2,7.9,8,Severe
U00987,BBA,9.2,3.2,5.1,2,Severe
U00988,Arts,6.3,3.3,8.0,4,Moderate
U00989,BCA,4.3,6.2,8.3,4,Moderate
U00990,BCA,2.7,4.8,6.7,2,Low
U00991,Arts,3.6,7.4,6.3,2,Moderate
U00992,Arts,3.6,7.2,7.4,6,Moderate
U00993,BTech,8.2,1.2,7.3,6,Moderate
U00994,BBA,0.1,6.2,8.3,10,Moderate
U00995,BTech,9.2,0.7,5.0,2,Moderate
U00996,BBA,3.6,7.0,6.8,8,Severe
U00997,Arts,4.9,1.5,8.7,9,Low
U00998,BCA,9.3,3.7,9.9,1,Severe
U00999,BBA,2.8,5.3,7.1,3,Severe
U01000,BTech,3.2,6.7,4.9,9,Moderate
U01001,Arts,5.4,7.6,5.6,10,Moderate
U01002,BCA,6.0,6.4,4.9,2,Moderate
U01003,BBA,9.9,2.2,4.2,2,Low
U01004,BCA,0.8,2.0,4.4,7,Severe
U01005,BBA,2.9,5.8,9.0,8,Low
U01006,BCA,8.7,3.4,6.3,9,Moderate
U01007,Arts,6.6,6.0,6.0,3,Severe
U01008,BBA,6.5,3.1,6.8,4,Low
U01009,BTech,2.8,0.2,5.7,1,Low
U01010,BTech,8.5,3.3,8.5,1,Severe
U01011,BBA,1.9,0.6,8.0,6,Moderate
U01012,Arts,0.9,3.0,5.5,9,Low
U01013,BTech,4.9,0.7,6.9,8,Severe
U01014,Arts,0.3,5.4,4.3,6,Severe
U01015,Arts,1.2,1.7,6.6,8,Severe
U01016,BTech,3.5,3.9,9.9,7,Moderate
U01017,Arts,6.5,4.6,4.1,4,Low
U01018,BBA,2.3,1.1,5.3,3,Moderate
U01019,Arts,0.5,7.1,7.4,8,Low
U01020,BTech,2.7,5.5,4.3,6,Severe
U01021,BCA,4.6,3.5,6.8,4,Low
U01022,Arts,8.0,7.2,6.8,8,Severe
U01023,Arts,7.6,7.9,4.4,7,Severe
U01024,BCA,5.2,7.7,6.1,1,Severe
U01025,BBA,6.8,6.9,8.3,7,Moderate
U01026,BBA,1.2,3.2,6.5,5,Low
U01027,BCA,9.7,7.1,9.2,8,Severe
U01028,BCA,0.4,6.1,6.5,9,Moderate
U01029,BTech,9.1,2.7,9.8,5,Moderate
U01030,BBA,2.0,4.6,4.1,4,Moderate
U01031,BTech,3.7,6.7,7.8,5,Low
U01032,Arts,4.1,7.6,8.0,9,Moderate
U01033,BTech,9.6,3.5,8.2,5,Moderate
U01034,BBA,7.9,3.7,9.9,2,Severe
U01035,BCA,1.3,6.6,8.2,1,Moderate
U01036,BTech,2.8,3.5,5.6,2,Severe
U01037,BBA,3.8,1.9,6.5,2,Moderate
U01038,Arts,5.0,5.4,6.4,9,Low
U01039,BTech,0.8,2.2,7.2,2,Moderate
U01040,BTech,1.8,6.0,7.1,6,Low
U01041,BCA,8.4,0.2,5.9,4,Moderate
U01042,BTech,1.5,0.3,7.6,3,Moderate
U01043,BTech,8.7,3.1,4.6,10,Severe
U01044,BCA,9.3,5.4,8.1,9,Moderate
U01045,BCA,0.1,4.4,9.6,6,Low
U01046,BTech,7.5,1.9,9.9,6,Moderate
U01047,BTech,6.5,8.0,5.7,9,Moderate
U01048,BBA,9.5,5.9,8.1,1,Severe
U01049,BTech,2.7,6.7,5.7,9,Moderate
U01050,BTech,9.2,0.2,7.8,5,Low
U01051,Arts,8.8,3.7,6.3,1,Moderate
U01052,BTech,0.9,2.3,7.1,5,Low
U01053,BBA,2.5,4.6,6.1,4,Low
U01054,Arts,9.2,0.9,9.2,4,Severe
U01055,BCA,7.5,6.4,5.6,3,Severe
U01056,BBA,5.2,2.0,7.9,10,Low
U01057,BTech,9.3,0.6,9.9,4,Moderate
U01058,Arts,4.4,7.8,9.7,10,Severe
U01059,BCA,4.2,4.4,7.3,4,Moderate
U01060,BTech,6.1,3.4,7.3,1,Moderate
U01061,BBA,1.0,4.6,6.0,2,Severe
U01062,BCA,8.6,1.3,9.8,6,Low
U01063,BCA,7.9,0.0,6.6,9,Moderate
